A09	21777629	22123446	qFS
A09	80049275	80249355	qFS
A10	80266465	80470764	qFS
A10	115178413	115579446	qFS
A11	10052304	10126301	qFS
A11	12150389	13205588	qFS
A11	97290150	97594277	qFS
A11	117039542	117039691	qFS
A12	76733137	78913400	qFS
A13	106979047	107053943	qFS
D02	3009976	3205708	qFS
D02	3314532	3572354	qFS
D02	19629777	19721133	qFS
D03	22125556	22373525	qFS
D04	2929267	3538138	qFS
D04	4864380	5054213	qFS
D04	49860490	49924962	qFS
D05	25520138	25900159	qFS
D05	27824666	28011695	qFS
D06	59562135	59748545	qFS
D07	6304970	6496929	qFS
D08	24970553	25174247	qFS
D08	67605897	67656275	qFS
D10	67150818	67155232	qFS
D11	1405421	1521746	qFS
D11	48614674	49044832	qFS
D11	61089488	61089511	qFS
D12	1241063	2236497	qFS
D13	56037926	56237951	qFS
D13	56775021	56975148	qFS
D13	57058751	57168051	qFS
A05	13605340	13607515	qFU
A06	127041677	127241815	qFU
A07	86464889	86929667	qFU
A07	90555482	93393718	qFU
A08	6816343	6922757	qFU
A08	41285472	41485634	qFU
A08	44787436	44890511	qFU
A09	664684	991276	qFU
A10	115204676	115328572	qFU
A11	76899499	77099685	qFU
D02	11452416	11476895	qFU
D04	3266377	3466676	qFU
D05	5127060	5213071	qFU
D05	26418201	26466447	qFU
D05	26612046	26639413	qFU
D05	27304661	27954776	qFU
D06	59040481	59124896	qFU
D06	59962884	60002945	qFU
D08	4608153	4857670	qFU
D10	14578588	15230723	qFU
D10	65384037	65556842	qFU
D11	48697758	49731669	qFU
D11	50718435	50821065	qFU
D12	46600058	47033276	qFU
D13	43707674	43986653	qFU
D13	58063533	58399033	qFU
A03	108717898	108918056	qFWPB
A06	126701414	126901568	qFWPB
A08	5864200	6081622	qFWPB
A10	117135664	117399615	qFWPB
A12	850793	1058118	qFWPB
D01	56142173	56342344	qFWPB
D02	54237	250724	qFWPB
D03	16421182	16515728	qFWPB
D06	56457247	56657257	qFWPB
D11	55453260	55653406	qFWPB
D13	33631475	33831531	qFWPB
D13	42616200	42816230	qFWPB
D13	56556824	56765798	qFWPB
A05	16449290	16641066	qHNFFB
D11	72706237	72906542	qLBN
A02	8392466	8599104	qLI
A03	108611422	108918056	qLI
A04	3093262	3325611	qLI
A04	4019365	4220730	qLI
A04	5712716	5913044	qLI
A05	26547817	26741971	qLI
A07	1185847	1387219	qLI
A08	40557753	40718468	qLI
A08	41149773	41358090	qLI
A09	18591738	18785472	qLI
A10	73156011	73356166	qLI
A10	116922858	117399615	qLI
A12	852454	1059778	qLI
A12	3498009	3698200	qLI
A13	19403955	19604038	qLI
D01	56142173	56342344	qLI
D02	54237	250724	qLI
D05	24723733	24923977	qLI
D06	58448487	58648696	qLI
D12	23450166	23709508	qLI
D13	58213576	58413777	qLI
A02	8392466	8599104	qLP
A02	8813584	9013713	qLP
A02	14760611	14978798	qLP
A03	18875528	19075565	qLP
A03	108717898	108918056	qLP
A04	3093262	3325611	qLP
A05	21177207	21377267	qLP
A07	17404241	17605762	qLP
A08	1590343	1790459	qLP
A08	41179121	41553157	qLP
A08	100657846	100906378	qLP
A10	73156011	73356166	qLP
A11	79133380	79937215	qLP
A12	839338	1046585	qLP
D01	18315754	18515914	qLP
D01	55862149	56117128	qLP
D02	54237	250724	qLP
D03	10529547	10654464	qLP
D03	10805210	11272115	qLP
D05	25118682	25318912	qLP
D05	30329616	30524404	qLP
D06	58448487	58648696	qLP
D07	56662699	56862967	qLP
D08	70014887	70215020	qLP
D09	40366395	40566500	qLP
D10	36751838	36952233	qLP
D11	44247991	44448044	qLP
D11	65803756	66003910	qLP
D12	386729	596141	qLP
A03	92225944	92321117	qMAT
A04	1334937	1394796	qMAT
A05	13605429	13747285	qMAT
A05	26618356	26636932	qMAT
A05	107243080	107372480	qMAT
A06	120250384	121034013	qMAT
A07	915099	1849215	qMAT
A07	2003908	2182857	qMAT
A07	6787103	6794709	qMAT
A08	2454524	2660164	qMAT
A08	5252064	5655189	qMAT
A08	116758311	116866717	qMAT
A10	2206958	2783208	qMAT
A11	7229583	7235204	qMAT
A11	120588727	120787074	qMAT
A12	673085	816392	qMAT
A12	2297117	2447975	qMAT
A12	6889948	7117764	qMAT
A13	111939524	111977493	qMAT
D01	45482526	45610850	qMAT
D02	5508515	6010197	qMAT
D02	67573674	67763309	qMAT
D04	51361753	51460247	qMAT
D05	5078618	5943095	qMAT
D05	6675290	6875400	qMAT
D05	13771670	16349124	qMAT
D06	1394837	1440981	qMAT
D06	58260788	59841739	qMAT
D08	6050209	6263350	qMAT
D08	22153374	22353501	qMAT
D08	67423842	67623929	qMAT
D10	20068929	20069374	qMAT
D10	23531408	24758600	qMAT
D11	1659842	2292463	qMAT
D11	6290818	7656193	qMAT
D11	22294640	27369241	qMAT
D11	32528045	35928772	qMAT
D11	38785120	41890416	qMAT
D11	42669179	46610046	qMAT
D11	49812450	52727119	qMAT
D11	55962562	56176600	qMAT
D11	61416557	63148690	qMAT
D11	65128180	65200644	qMAT
D12	42551348	42551353	qMAT
D12	44266429	44643232	qMAT
D13	54704607	54705957	qMAT
A03	92228695	92321117	qMIC
A05	12120711	12172837	qMIC
A07	25907028	25917435	qMIC
A07	90993833	92348086	qMIC
A08	5092758	5247276	qMIC
A08	7773212	7862520	qMIC
A13	15034550	15662811	qMIC
A13	99370943	100008037	qMIC
A13	106824261	107063393	qMIC
D02	5508515	5856497	qMIC
D02	63023453	63362259	qMIC
D03	52312909	52336692	qMIC
D05	5358687	5549228	qMIC
D06	318474	345580	qMIC
D06	1394837	1425086	qMIC
D06	51544740	52107815	qMIC
D08	6162414	6263350	qMIC
D08	68645431	68926356	qMIC
D08	69348555	69352160	qMIC
D09	48706131	48779392	qMIC
D10	14933739	15057648	qMIC
D10	20068929	20069286	qMIC
D10	23522056	24611814	qMIC
D11	1659842	1741449	qMIC
D11	18451697	18496225	qMIC
D11	34593324	35456461	qMIC
D11	40329898	41819771	qMIC
D11	42672400	45204267	qMIC
D11	48977491	49041907	qMIC
D11	50406392	50821065	qMIC
D11	62375386	63138541	qMIC
D12	42551348	42551353	qMIC
D12	45713883	45798218	qMIC
D10	65294407	65365875	qPH
A07	89050497	89616943	qSCI
A07	90555482	90913975	qSCI
A07	92294246	92742796	qSCI
A08	15469066	16029693	qSCI
A09	74106644	74306749	qSCI
A10	80204886	80548576	qSCI
A10	112184888	112372374	qSCI
D04	58418530	58618648	qSCI
D07	19428719	19688173	qSCI
D08	31407950	31608049	qSCI
D08	31889485	32089541	qSCI
D08	44011253	44211788	qSCI
D08	44456298	44663656	qSCI
D10	14391160	15479052	qSCI
D10	57506649	57506854	qSCI
D11	2203606	2208661	qSCI
D11	14987972	15421919	qSCI
D11	15551616	15753166	qSCI
D11	48584034	49042610	qSCI
D11	50639142	50975890	qSCI
D11	52398732	52565508	qSCI
A07	86464889	86694472	qSFI
A07	90555482	93393718	qSFI
D02	59792625	60183453	qSFI
A07	90799172	90999227	qSI
A08	2595087	2795187	qSI
A09	83221897	83421964	qSI
D02	60829351	61029292	qSW
D11	4482937	4683039	qVW
D01	63102400	63302531	qWGP
D03	38397499	38804331	qWGP
D13	566421	745013	qWGP
D03	21437036	21637202	qYPBF
